i,X,Y,Z
395,65241 , 65466 , 65383
396,65241 , 65465 , 65384
397,65241 , 65465 , 65384
398,65241 , 65466 , 65383
399,65241 , 65465 , 65383
400,65241 , 65465 , 65383
401,65241 , 65466 , 65383
402,65241 , 65466 , 65383
403,65241 , 65465 , 65383
404,65241 , 65465 , 65383
405,65241 , 65465 , 65383
406,65241 , 65466 , 65383
407,65240 , 65465 , 65383
408,65239 , 65465 , 65384
409,65241 , 65465 , 65383
410,65241 , 65465 , 65383
411,65240 , 65465 , 65383
412,65240 , 65466 , 65384
413,65240 , 65465 , 65383
414,65240 , 65465 , 65384
415,65240 , 65465 , 65384
416,65241 , 65466 , 65383
417,65241 , 65466 , 65383
418,65241 , 65465 , 65383
419,65240 , 65465 , 65383
420,65240 , 65465 , 65383
421,65241 , 65464 , 65383
422,65239 , 65465 , 65383
423,65240 , 65467 , 65381
424,65241 , 65466 , 65381
425,65241 , 65464 , 65381
426,65241 , 65464 , 65381
427,65241 , 65466 , 65381
428,65240 , 65466 , 65382
429,65242 , 65461 , 65377
430,65241 , 65462 , 65379
431,65241 , 65462 , 65379
432,65240 , 65463 , 65378
433,65242 , 65462 , 65379
434,65242 , 65461 , 65379
435,65242 , 65463 , 65380
436,65242 , 65463 , 65380
437,65242 , 65462 , 65381
438,65238 , 65462 , 65388
439,65238 , 65464 , 65385
440,65238 , 65463 , 65387
441,65238 , 65463 , 65387
442,65240 , 65463 , 65384
443,65241 , 65462 , 65379
444,65242 , 65462 , 65379
445,65242 , 65461 , 65379
446,65242 , 65461 , 65379
447,65242 , 65462 , 65378
448,65241 , 65463 , 65378
449,65241 , 65463 , 65378
450,65242 , 65463 , 65378
451,65242 , 65463 , 65378
452,65242 , 65463 , 65378
453,65245 , 65463 , 65375
454,65245 , 65463 , 65375
455,65245 , 65463 , 65375
456,65245 , 65463 , 65375
457,65246 , 65462 , 65374
458,65244 , 65464 , 65374
459,65244 , 65464 , 65374
460,65245 , 65463 , 65375
461,65245 , 65463 , 65375
462,65245 , 65463 , 65374
463,65243 , 65466 , 65378
464,65243 , 65466 , 65378
465,65243 , 65467 , 65379
466,65243 , 65468 , 65378
467,65243 , 65468 , 65378
468,65225 , 65461 , 65368
469,65225 , 65461 , 65368
470,65220 , 65458 , 65364
471,65216 , 65454 , 65363
472,65216 , 65454 , 65363
473,65193 , 65372 , 65380
474,65193 , 65372 , 65380
475,65196 , 65361 , 65396
476,65200 , 65350 , 65412
477,65200 , 65350 , 65412
478,65310 , 65307 , 65478
479,65310 , 65307 , 65478
480,65317 , 65319 , 65479
481,65319 , 65329 , 65481
