i,X,Y,Z
664,1 , 65384 , 122
665,2 , 65385 , 124
666,2 , 65385 , 124
667,2 , 65384 , 122
668,2 , 65384 , 122
669,1 , 65385 , 121
670,1 , 65385 , 122
671,1 , 65385 , 122
672,1 , 65385 , 123
673,1 , 65385 , 123
674,1 , 65384 , 121
675,1 , 65384 , 121
676,1 , 65385 , 121
677,2 , 65385 , 123
678,2 , 65385 , 123
679,1 , 65386 , 121
680,1 , 65386 , 121
681,1 , 65384 , 123
682,1 , 65384 , 122
683,2 , 65384 , 121
684,1 , 65384 , 122
685,1 , 65384 , 122
686,2 , 65384 , 122
